Date,City,Confirmed,OBJECTID
12/11/2020,Madaba,90,3
12/11/2020,Ajloun,114,9
12/11/2020,Karak,90,11
12/11/2020,Balqa,90,8
12/11/2020,Maan,14,1
12/11/2020,Mafraq,157,10
12/11/2020,Tafilah,92,5
12/11/2020,Aqaba,19,2
12/12/2020,Amman,465,4
12/12/2020,Zarqa,47,6
12/12/2020,Jerash,122,12
12/12/2020,irbid ,599,7
12/12/2020,Madaba,5,3
12/12/2020,Ajloun,101,9
12/12/2020,Karak,64,11
12/12/2020,Balqa,99,8
12/12/2020,Maan,1,1
12/12/2020,Mafraq,222,10
12/12/2020,Tafilah,46,5
12/12/2020,Aqaba,45,2
12/13/2020,Amman,910,4
12/13/2020,Zarqa,132,6
12/13/2020,Jerash,13,12
12/13/2020,irbid ,579,7
12/13/2020,Madaba,59,3
12/13/2020,Ajloun,36,9
12/13/2020,Karak,160,11
12/13/2020,Balqa,249,8
12/13/2020,Maan,16,1
12/13/2020,Mafraq,6,10
12/13/2020,Tafilah,64,5
12/13/2020,Aqaba,115,2
12/14/2020,Amman,932,4
12/14/2020,Zarqa,219,6
12/14/2020,Jerash,143,12
12/14/2020,irbid ,778,7
12/14/2020,Madaba,1,3
12/14/2020,Ajloun,128,9
12/14/2020,Karak,96,11
12/14/2020,Balqa,96,8
12/14/2020,Maan,46,1
12/14/2020,Mafraq,296,10
12/14/2020,Tafilah,44,5
12/14/2020,Aqaba,84,2
12/15/2020,Amman,901,4
12/15/2020,Zarqa,214,6
12/15/2020,Jerash,70,12
12/15/2020,irbid ,808,7
12/15/2020,Madaba,54,3
12/15/2020,Ajloun,39,9
12/15/2020,Karak,131,11
12/15/2020,Balqa,153,8
12/15/2020,Maan,38,1
12/15/2020,Mafraq,29,10
12/15/2020,Tafilah,34,5
12/15/2020,Aqaba,76,2
12/16/2020,Amman,926,4
12/16/2020,Zarqa,136,6
12/16/2020,Jerash,74,12
12/16/2020,irbid ,771,7
12/16/2020,Madaba,60,3
12/16/2020,Ajloun,174,9
12/16/2020,Karak,53,11
12/16/2020,Balqa,124,8
12/16/2020,Maan,37,1
12/16/2020,Mafraq,90,10
12/16/2020,Tafilah,50,5
12/16/2020,Aqaba,66,2
12/17/2020,Amman,712,4
12/17/2020,Zarqa,147,6
12/17/2020,Jerash,92,12
12/17/2020,irbid ,572,7
12/17/2020,Madaba,91,3
12/17/2020,Ajloun,92,9
12/17/2020,Karak,72,11
12/17/2020,Balqa,149,8
12/17/2020,Maan,21,1
12/17/2020,Mafraq,166,10
12/17/2020,Tafilah,48,5
12/17/2020,Aqaba,59,2
12/18/2020,Amman,522,4
12/18/2020,Zarqa,150,6
12/18/2020,Jerash,48,12
12/18/2020,irbid ,662,7
12/18/2020,Madaba,54,3
12/18/2020,Ajloun,36,9
12/18/2020,Karak,48,11
12/18/2020,Balqa,50,8
12/18/2020,Maan,16,1
12/18/2020,Mafraq,101,10
12/18/2020,Tafilah,19,5
12/18/2020,Aqaba,2,2
12/19/2020,Amman,428,4
12/19/2020,Zarqa,27,6
12/19/2020,Jerash,33,12
12/19/2020,irbid ,466,7
12/19/2020,Madaba,1,3
12/19/2020,Ajloun,29,9
12/19/2020,Karak,44,11
12/19/2020,Balqa,74,8
12/19/2020,Maan,0,1
12/19/2020,Mafraq,116,10
12/19/2020,Tafilah,0,5
12/19/2020,Aqaba,65,2
12/20/2020,Amman,762,4
12/20/2020,Zarqa,125,6
12/20/2020,Jerash,74,12
12/20/2020,irbid ,614,7
12/20/2020,Madaba,48,3
12/20/2020,Ajloun,82,9
12/20/2020,Karak,58,11
12/20/2020,Balqa,144,8
12/20/2020,Maan,43,1
12/20/2020,Mafraq,75,10
12/20/2020,Tafilah,54,5
12/20/2020,Aqaba,73,2
12/21/2020,Amman,940,4
12/21/2020,Zarqa,213,6
12/21/2020,Jerash,157,12
12/21/2020,irbid ,615,7
12/21/2020,Madaba,48,3
12/21/2020,Ajloun,80,9
12/21/2020,Karak,92,11
12/21/2020,Balqa,138,8
12/21/2020,Maan,17,1
12/21/2020,Mafraq,112,10
12/21/2020,Tafilah,41,5
12/21/2020,Aqaba,46,2
12/22/2020,Amman,777,4
12/22/2020,Zarqa,217,6
12/22/2020,Jerash,67,12
12/22/2020,irbid ,736,7
12/22/2020,Madaba,49,3
12/22/2020,Ajloun,137,9
12/22/2020,Karak,47,11
12/22/2020,Balqa,153,8
12/22/2020,Maan,37,1
12/22/2020,Mafraq,96,10
12/22/2020,Tafilah,46,5
12/22/2020,Aqaba,82,2
12/23/2020,Amman,765,4
12/23/2020,Zarqa,134,6
12/23/2020,Jerash,133,12
12/23/2020,irbid ,503,7
12/23/2020,Madaba,41,3
12/23/2020,Ajloun,63,9
12/23/2020,Karak,91,11
12/23/2020,Balqa,106,8
12/23/2020,Maan,32,1
12/23/2020,Mafraq,133,10
12/23/2020,Tafilah,44,5
12/23/2020,Aqaba,46,2
12/24/2020,Amman,558,4
12/24/2020,Zarqa,126,6
12/24/2020,Jerash,75,12
12/24/2020,irbid ,532,7
12/24/2020,Madaba,33,3
12/24/2020,Ajloun,71,9
12/24/2020,Karak,40,11
12/24/2020,Balqa,96,8
12/24/2020,Maan,6,1
12/24/2020,Mafraq,82,10
12/24/2020,Tafilah,40,5
12/24/2020,Aqaba,48,2
12/25/2020,Amman,477,4
12/25/2020,Zarqa,138,6
12/25/2020,Jerash,75,12
12/25/2020,irbid ,627,7
12/25/2020,Madaba,17,3
12/25/2020,Ajloun,6,9
12/25/2020,Karak,33,11
12/25/2020,Balqa,41,8
12/25/2020,Maan,23,1
12/25/2020,Mafraq,146,10
12/25/2020,Tafilah,29,5
12/25/2020,Aqaba,4,2
12/26/2020,Amman,372,4
12/26/2020,Zarqa,21,6
12/26/2020,Jerash,5,12
12/26/2020,irbid ,344,7
12/26/2020,Madaba,27,3
12/26/2020,Ajloun,48,9
12/26/2020,Karak,20,11
12/26/2020,Balqa,82,8
12/26/2020,Maan,2,1
12/26/2020,Mafraq,63,10
12/26/2020,Tafilah,3,5
12/26/2020,Aqaba,63,2
12/27/2020,Amman,485,4
12/27/2020,Zarqa,95,6
12/27/2020,Jerash,91,12
12/27/2020,irbid ,377,7
12/27/2020,Madaba,36,3
12/27/2020,Ajloun,77,9
12/27/2020,Karak,56,11
12/27/2020,Balqa,143,8
12/27/2020,Maan,20,1
12/27/2020,Mafraq,108,10
12/27/2020,Tafilah,41,5
12/27/2020,Aqaba,61,2
12/28/2020,Amman,741,4
12/28/2020,Zarqa,133,6
12/28/2020,Jerash,52,12
12/28/2020,irbid ,448,7
12/28/2020,Madaba,55,3
12/28/2020,Ajloun,49,9
12/28/2020,Karak,72,11
12/28/2020,Balqa,91,8
12/28/2020,Maan,21,1
12/28/2020,Mafraq,81,10
12/28/2020,Tafilah,20,5
12/28/2020,Aqaba,39,2
12/29/2020,Amman,595,4
12/29/2020,Zarqa,109,6
12/29/2020,Jerash,37,12
12/29/2020,irbid ,398,7
12/29/2020,Madaba,43,3
12/29/2020,Ajloun,73,9
12/29/2020,Karak,79,11
12/29/2020,Balqa,78,8
12/29/2020,Maan,18,1
12/29/2020,Mafraq,151,10
12/29/2020,Tafilah,22,5
12/29/2020,Aqaba,42,2
12/30/2020,Amman,534,4
12/30/2020,Zarqa,102,6
12/30/2020,Jerash,52,12
12/30/2020,irbid ,594,7
12/30/2020,Madaba,35,3
12/30/2020,Ajloun,62,9
12/30/2020,Karak,66,11
12/30/2020,Balqa,104,8
12/30/2020,Maan,16,1
12/30/2020,Mafraq,61,10
12/30/2020,Tafilah,20,5
12/30/2020,Aqaba,28,2
12/31/2020,Amman,473,4
12/31/2020,Zarqa,124,6
12/31/2020,Jerash,36,12
12/31/2020,irbid ,330,7
12/31/2020,Madaba,67,3
12/31/2020,Ajloun,48,9
12/31/2020,Karak,63,11
12/31/2020,Balqa,88,8
12/31/2020,Maan,16,1
12/31/2020,Mafraq,130,10
12/31/2020,Tafilah,16,5
12/31/2020,Aqaba,36,2
1/1/2021,Amman,441,4
1/1/2021,Zarqa,62,6
1/1/2021,Jerash,36,12
1/1/2021,irbid ,507,7
1/1/2021,Madaba,16,3
1/1/2021,Ajloun,16,9
1/1/2021,Karak,37,11
1/1/2021,Balqa,43,8
1/1/2021,Maan,6,1
1/1/2021,Mafraq,58,10
1/1/2021,Tafilah,32,5
1/1/2021,Aqaba,17,2
1/2/2021,Amman,300,4
1/2/2021,Zarqa,27,6
1/2/2021,Jerash,29,12
1/2/2021,irbid ,351,7
1/2/2021,Madaba,22,3
1/2/2021,Ajloun,32,9
1/2/2021,Karak,27,11
1/2/2021,Balqa,84,8
1/2/2021,Maan,1,1
1/2/2021,Mafraq,20,10
1/2/2021,Tafilah,0,5
1/2/2021,Aqaba,10,2
1/3/2021,Amman,559,4
1/3/2021,Zarqa,64,6
1/3/2021,Jerash,53,12
1/3/2021,irbid ,513,7
1/3/2021,Madaba,36,3
1/3/2021,Ajloun,41,9
1/3/2021,Karak,37,11
1/3/2021,Balqa,75,8
1/3/2021,Maan,10,1
1/3/2021,Mafraq,104,10
1/3/2021,Tafilah,22,5
1/3/2021,Aqaba,26,2
1/4/2021,Amman,537,4
1/4/2021,Zarqa,139,6
1/4/2021,Jerash,64,12
1/4/2021,irbid ,463,7
1/4/2021,Madaba,41,3
1/4/2021,Ajloun,37,9
1/4/2021,Karak,29,11
1/4/2021,Balqa,115,8
1/4/2021,Maan,34,1
1/4/2021,Mafraq,100,10
1/4/2021,Tafilah,29,5
1/4/2021,Aqaba,35,2
1/5/2021,Amman,530,4
1/5/2021,Zarqa,90,6
1/5/2021,Jerash,61,12
1/5/2021,irbid ,362,7
1/5/2021,Madaba,34,3
1/5/2021,Ajloun,53,9
1/5/2021,Karak,35,11
1/5/2021,Balqa,120,8
1/5/2021,Maan,38,1
1/5/2021,Mafraq,85,10
1/5/2021,Tafilah,26,5
1/5/2021,Aqaba,38,2
1/6/2021,Amman,653,4
1/6/2021,Zarqa,66,6
1/6/2021,Jerash,55,12
1/6/2021,irbid ,384,7
1/6/2021,Madaba,32,3
1/6/2021,Ajloun,55,9
1/6/2021,Karak,42,11
1/6/2021,Balqa,94,8
1/6/2021,Maan,17,1
1/6/2021,Mafraq,104,10
1/6/2021,Tafilah,18,5
1/6/2021,Aqaba,33,2
1/7/2021,Amman,442,4
1/7/2021,Zarqa,139,6
1/7/2021,Jerash,37,12
1/7/2021,irbid ,317,7
1/7/2021,Madaba,29,3
1/7/2021,Ajloun,43,9
1/7/2021,Karak,42,11
1/7/2021,Balqa,74,8
1/7/2021,Maan,7,1
1/7/2021,Mafraq,40,10
1/7/2021,Tafilah,18,5
1/7/2021,Aqaba,27,2
1/8/2021,Amman,405,4
1/8/2021,Zarqa,83,6
1/8/2021,Jerash,44,12
1/8/2021,irbid ,346,7
1/8/2021,Madaba,9,3
1/8/2021,Ajloun,16,9
1/8/2021,Karak,9,11
1/8/2021,Balqa,59,8
1/8/2021,Maan,14,1
1/8/2021,Mafraq,47,10
1/8/2021,Tafilah,33,5
1/8/2021,Aqaba,27,2
1/9/2021,Amman,256,4
1/9/2021,Zarqa,41,6
1/9/2021,Jerash,0,12
1/9/2021,irbid ,257,7
1/9/2021,Madaba,17,3
1/9/2021,Ajloun,18,9
1/9/2021,Karak,19,11
1/9/2021,Balqa,114,8
1/9/2021,Maan,0,1
1/9/2021,Mafraq,63,10
1/9/2021,Tafilah,2,5
1/9/2021,Aqaba,9,2
1/10/2021,Amman,593,4
1/10/2021,Zarqa,51,6
1/10/2021,Jerash,47,12
1/10/2021,irbid ,187,7
1/10/2021,Madaba,45,3
1/10/2021,Ajloun,66,9
1/10/2021,Karak,39,11
1/10/2021,Balqa,144,8
1/10/2021,Maan,10,1
1/10/2021,Mafraq,21,10
1/10/2021,Tafilah,39,5
1/10/2021,Aqaba,12,2
1/11/2021,Amman,505,4
1/11/2021,Zarqa,107,6
1/11/2021,Jerash,60,12
1/11/2021,irbid ,431,7
1/11/2021,Madaba,38,3
1/11/2021,Ajloun,49,9
1/11/2021,Karak,21,11
1/11/2021,Balqa,101,8
1/11/2021,Maan,14,1
1/11/2021,Mafraq,89,10
1/11/2021,Tafilah,30,5
1/11/2021,Aqaba,16,2
1/12/2021,Amman,477,4
1/12/2021,Zarqa,76,6
1/12/2021,Jerash,40,12
1/12/2021,irbid ,250,7
1/12/2021,Madaba,15,3
1/12/2021,Ajloun,25,9
1/12/2021,Karak,26,11
1/12/2021,Balqa,108,8
1/12/2021,Maan,13,1
1/12/2021,Mafraq,105,10
1/12/2021,Tafilah,16,5
1/12/2021,Aqaba,25,2
1/13/2021,Amman,420,4
1/13/2021,Zarqa,50,6
1/13/2021,Jerash,53,12
1/13/2021,irbid ,321,7
1/13/2021,Madaba,23,3
1/13/2021,Ajloun,20,9
1/13/2021,Karak,44,11
1/13/2021,Balqa,68,8
1/13/2021,Maan,13,1
1/13/2021,Mafraq,82,10
1/13/2021,Tafilah,10,5
1/13/2021,Aqaba,18,2
1/14/2021,Amman,531,4
1/14/2021,Zarqa,57,6
1/14/2021,Jerash,42,12
1/14/2021,irbid ,188,7
1/14/2021,Madaba,25,3
1/14/2021,Ajloun,23,9
1/14/2021,Karak,27,11
1/14/2021,Balqa,98,8
1/14/2021,Maan,4,1
1/14/2021,Mafraq,56,10
1/14/2021,Tafilah,12,5
1/14/2021,Aqaba,12,2
1/15/2021,Amman,405,4
1/15/2021,Zarqa,47,6
1/15/2021,Jerash,21,12
1/15/2021,irbid ,210,7
1/15/2021,Madaba,16,3
1/15/2021,Ajloun,3,9
1/15/2021,Karak,1,11
1/15/2021,Balqa,29,8
1/15/2021,Maan,6,1
1/15/2021,Mafraq,45,10
1/15/2021,Tafilah,14,5
1/15/2021,Aqaba,11,2
1/16/2021,Amman,252,4
1/16/2021,Zarqa,63,6
1/16/2021,Jerash,7,12
1/16/2021,irbid ,216,7
1/16/2021,Madaba,9,3
1/16/2021,Ajloun,21,9
1/16/2021,Karak,36,11
1/16/2021,Balqa,65,8
1/16/2021,Maan,0,1
1/16/2021,Mafraq,25,10
1/16/2021,Tafilah,0,5
1/16/2021,Aqaba,12,2
1/17/2021,Amman,456,4
1/17/2021,Zarqa,32,6
1/17/2021,Jerash,61,12
1/17/2021,irbid ,134,7
1/17/2021,Madaba,27,3
1/17/2021,Ajloun,16,9
1/17/2021,Karak,17,11
1/17/2021,Balqa,112,8
1/17/2021,Maan,11,1
1/17/2021,Mafraq,58,10
1/17/2021,Tafilah,19,5
1/17/2021,Aqaba,14,2
1/18/2021,Amman,434,4
1/18/2021,Zarqa,89,6
1/18/2021,Jerash,44,12
1/18/2021,irbid ,237,7
1/18/2021,Madaba,9,3
1/18/2021,Ajloun,31,9
1/18/2021,Karak,25,11
1/18/2021,Balqa,77,8
1/18/2021,Maan,8,1
1/18/2021,Mafraq,47,10
1/18/2021,Tafilah,17,5
1/18/2021,Aqaba,11,2
1/19/2021,Amman,408,4
1/19/2021,Zarqa,62,6
1/19/2021,Jerash,49,12
1/19/2021,irbid ,188,7
1/19/2021,Madaba,19,3
1/19/2021,Ajloun,25,9
1/19/2021,Karak,15,11
1/19/2021,Balqa,45,8
1/19/2021,Maan,0,1
1/19/2021,Mafraq,47,10
1/19/2021,Tafilah,14,5
1/19/2021,Aqaba,11,2
1/20/2021,Amman,497,4
1/20/2021,Zarqa,40,6
1/20/2021,Jerash,13,12
1/20/2021,irbid ,210,7
1/20/2021,Madaba,18,3
1/20/2021,Ajloun,26,9
1/20/2021,Karak,19,11
1/20/2021,Balqa,80,8
1/20/2021,Maan,9,1
1/20/2021,Mafraq,53,10
1/20/2021,Tafilah,7,5
1/20/2021,Aqaba,6,2
1/21/2021,Amman,413,4
1/21/2021,Zarqa,31,6
1/21/2021,Jerash,15,12
1/21/2021,irbid ,185,7
1/21/2021,Madaba,12,3
1/21/2021,Ajloun,19,9
1/21/2021,Karak,5,11
1/21/2021,Balqa,54,8
1/21/2021,Maan,4,1
1/21/2021,Mafraq,29,10
1/21/2021,Tafilah,0,5
1/21/2021,Aqaba,9,2
1/22/2021,Amman,407,4
1/22/2021,Zarqa,58,6
1/22/2021,Jerash,12,12
1/22/2021,irbid ,161,7
1/22/2021,Madaba,3,3
1/22/2021,Ajloun,8,9
1/22/2021,Karak,24,11
1/22/2021,Balqa,20,8
1/22/2021,Maan,0,1
1/22/2021,Mafraq,19,10
1/22/2021,Tafilah,11,5
1/22/2021,Aqaba,7,2
1/23/2021,Amman,294,4
1/23/2021,Zarqa,9,6
1/23/2021,Jerash,5,12
1/23/2021,irbid ,95,7
1/23/2021,Madaba,8,3
1/23/2021,Ajloun,16,9
1/23/2021,Karak,20,11
1/23/2021,Balqa,9,8
1/23/2021,Maan,0,1
1/23/2021,Mafraq,60,10
1/23/2021,Tafilah,1,5
1/23/2021,Aqaba,6,2
1/24/2021,Amman,539,4
1/24/2021,Zarqa,23,6
1/24/2021,Jerash,30,12
1/24/2021,irbid ,148,7
1/24/2021,Madaba,16,3
1/24/2021,Ajloun,19,9
1/24/2021,Karak,9,11
1/24/2021,Balqa,82,8
1/24/2021,Maan,7,1
1/24/2021,Mafraq,29,10
1/24/2021,Tafilah,12,5
1/24/2021,Aqaba,20,2
1/25/2021,Amman,471,4
1/25/2021,Zarqa,31,6
1/25/2021,Jerash,19,12
1/25/2021,irbid ,176,7
1/25/2021,Madaba,12,3
1/25/2021,Ajloun,13,9
1/25/2021,Karak,16,11
1/25/2021,Balqa,36,8
1/25/2021,Maan,7,1
1/25/2021,Mafraq,34,10
1/25/2021,Tafilah,16,5
1/25/2021,Aqaba,14,2
1/26/2021,Amman,574,4
1/26/2021,Zarqa,47,6
1/26/2021,Jerash,21,12
1/26/2021,irbid ,119,7
1/26/2021,Madaba,14,3
1/26/2021,Ajloun,23,9
1/26/2021,Karak,6,11
1/26/2021,Balqa,66,8
1/26/2021,Maan,0,1
1/26/2021,Mafraq,37,10
1/26/2021,Tafilah,11,5
1/26/2021,Aqaba,25,2
1/27/2021,Amman,483,4
1/27/2021,Zarqa,47,6
1/27/2021,Jerash,36,12
1/27/2021,irbid ,113,7
1/27/2021,Madaba,13,3
1/27/2021,Ajloun,13,9
1/27/2021,Karak,12,11
1/27/2021,Balqa,53,8
1/27/2021,Maan,0,1
1/27/2021,Mafraq,70,10
1/27/2021,Tafilah,15,5
1/27/2021,Aqaba,15,2
1/28/2021,Amman,645,4
1/28/2021,Zarqa,34,6
1/28/2021,Jerash,26,12
1/28/2021,irbid ,133,7
1/28/2021,Madaba,13,3
1/28/2021,Ajloun,8,9
1/28/2021,Karak,23,11
1/28/2021,Balqa,87,8
1/28/2021,Maan,7,1
1/28/2021,Mafraq,48,10
1/28/2021,Tafilah,14,5
1/28/2021,Aqaba,20,2
1/29/2021,Amman,612,4
1/29/2021,Zarqa,36,6
1/29/2021,Jerash,18,12
1/29/2021,irbid ,120,7
1/29/2021,Madaba,20,3
1/29/2021,Ajloun,3,9
1/29/2021,Karak,5,11
1/29/2021,Balqa,15,8
1/29/2021,Maan,4,1
1/29/2021,Mafraq,10,10
1/29/2021,Tafilah,12,5
1/29/2021,Aqaba,9,2
1/30/2021,Amman,354,4
1/30/2021,Zarqa,36,6
1/30/2021,Jerash,8,12
1/30/2021,irbid ,122,7
1/30/2021,Madaba,0,3
1/30/2021,Ajloun,10,9
1/30/2021,Karak,12,11
1/30/2021,Balqa,65,8
1/30/2021,Maan,1,1
1/30/2021,Mafraq,27,10
1/30/2021,Tafilah,0,5
1/30/2021,Aqaba,6,2
1/31/2021,Amman,763,4
1/31/2021,Zarqa,29,6
1/31/2021,Jerash,14,12
1/31/2021,irbid ,89,7
1/31/2021,Madaba,12,3
1/31/2021,Ajloun,13,9
1/31/2021,Karak,17,11
1/31/2021,Balqa,182,8
1/31/2021,Maan,5,1
1/31/2021,Mafraq,18,10
1/31/2021,Tafilah,25,5
1/31/2021,Aqaba,14,2
2/1/2021,Amman,763,4
2/1/2021,Zarqa,83,6
2/1/2021,Jerash,27,12
2/1/2021,irbid ,158,7
2/1/2021,Madaba,14,3
2/1/2021,Ajloun,28,9
2/1/2021,Karak,11,11
2/1/2021,Balqa,80,8
2/1/2021,Maan,3,1
2/1/2021,Mafraq,13,10
2/1/2021,Tafilah,12,5
2/1/2021,Aqaba,15,2
2/2/2021,Amman,692,4
2/2/2021,Zarqa,47,6
2/2/2021,Jerash,27,12
2/2/2021,irbid ,153,7
2/2/2021,Madaba,20,3
2/2/2021,Ajloun,29,9
2/2/2021,Karak,23,11
2/2/2021,Balqa,69,8
2/2/2021,Maan,1,1
2/2/2021,Mafraq,33,10
2/2/2021,Tafilah,18,5
2/2/2021,Aqaba,20,2
2/3/2021,Amman,795,4
2/3/2021,Zarqa,45,6
2/3/2021,Jerash,26,12
2/3/2021,irbid ,155,7
2/3/2021,Madaba,22,3
2/3/2021,Ajloun,24,9
2/3/2021,Karak,26,11
2/3/2021,Balqa,116,8
2/3/2021,Maan,1,1
2/3/2021,Mafraq,42,10
2/3/2021,Tafilah,13,5
2/3/2021,Aqaba,15,2
2/4/2021,Amman,856,4
2/4/2021,Zarqa,62,6
2/4/2021,Jerash,24,12
2/4/2021,irbid ,176,7
2/4/2021,Madaba,17,3
2/4/2021,Ajloun,12,9
2/4/2021,Karak,37,11
2/4/2021,Balqa,50,8
2/4/2021,Maan,2,1
2/4/2021,Mafraq,27,10
2/4/2021,Tafilah,9,5
2/4/2021,Aqaba,22,2
2/5/2021,Amman,746,4
2/5/2021,Zarqa,54,6
2/5/2021,Jerash,16,12
2/5/2021,irbid ,163,7
2/5/2021,Madaba,19,3
2/5/2021,Ajloun,5,9
2/5/2021,Karak,3,11
2/5/2021,Balqa,133,8
2/5/2021,Maan,0,1
2/5/2021,Mafraq,58,10
2/5/2021,Tafilah,13,5
2/5/2021,Aqaba,12,2
2/6/2021,Amman,555,4
2/6/2021,Zarqa,25,6
2/6/2021,Jerash,4,12
2/6/2021,irbid ,118,7
2/6/2021,Madaba,2,3
2/6/2021,Ajloun,15,9
2/6/2021,Karak,4,11
2/6/2021,Balqa,93,8
2/6/2021,Maan,1,1
2/6/2021,Mafraq,48,10
2/6/2021,Tafilah,0,5
2/6/2021,Aqaba,0,2
2/7/2021,Amman,833,4
2/7/2021,Zarqa,20,6
2/7/2021,Jerash,16,12
2/7/2021,irbid ,115,7
2/7/2021,Madaba,16,3
2/7/2021,Ajloun,24,9
2/7/2021,Karak,28,11
2/7/2021,Balqa,137,8
2/7/2021,Maan,7,1
2/7/2021,Mafraq,43,10
2/7/2021,Tafilah,23,5
2/7/2021,Aqaba,37,2
2/8/2021,Amman,1170,4
2/8/2021,Zarqa,60,6
2/8/2021,Jerash,28,12
2/8/2021,irbid ,163,7
2/8/2021,Madaba,23,3
2/8/2021,Ajloun,30,9
2/8/2021,Karak,26,11
2/8/2021,Balqa,101,8
2/8/2021,Maan,12,1
2/8/2021,Mafraq,30,10
2/8/2021,Tafilah,7,5
2/8/2021,Aqaba,35,2
2/9/2021,Amman,983,4
2/9/2021,Zarqa,65,6
2/9/2021,Jerash,37,12
2/9/2021,irbid ,152,7
2/9/2021,Madaba,27,3
2/9/2021,Ajloun,13,9
2/9/2021,Karak,21,11
2/9/2021,Balqa,101,8
2/9/2021,Maan,0,1
2/9/2021,Mafraq,37,10
2/9/2021,Tafilah,20,5
2/9/2021,Aqaba,27,2
2/10/2021,Amman,1242,4
2/10/2021,Zarqa,72,6
2/10/2021,Jerash,23,12
2/10/2021,irbid ,168,7
2/10/2021,Madaba,15,3
2/10/2021,Ajloun,16,9
2/10/2021,Karak,56,11
2/10/2021,Balqa,151,8
2/10/2021,Maan,24,1
2/10/2021,Mafraq,39,10
2/10/2021,Tafilah,21,5
2/10/2021,Aqaba,28,2
2/11/2021,Amman,1176,4
2/11/2021,Zarqa,78,6
2/11/2021,Jerash,41,12
2/11/2021,irbid ,216,7
2/11/2021,Madaba,31,3
2/11/2021,Ajloun,29,9
2/11/2021,Karak,20,11
2/11/2021,Balqa,128,8
2/11/2021,Maan,7,1
2/11/2021,Mafraq,51,10
2/11/2021,Tafilah,7,5
2/11/2021,Aqaba,23,2
2/12/2021,Amman,1181,4
2/12/2021,Zarqa,94,6
2/12/2021,Jerash,27,12
2/12/2021,irbid ,152,7
2/12/2021,Madaba,11,3
2/12/2021,Ajloun,8,9
2/12/2021,Karak,30,11
2/12/2021,Balqa,26,8
2/12/2021,Maan,1,1
2/12/2021,Mafraq,12,10
2/12/2021,Tafilah,4,5
2/12/2021,Aqaba,33,2
2/13/2021,Amman,820,4
2/13/2021,Zarqa,113,6
2/13/2021,Jerash,25,12
2/13/2021,irbid ,114,7
2/13/2021,Madaba,12,3
2/13/2021,Ajloun,20,9
2/13/2021,Karak,26,11
2/13/2021,Balqa,72,8
2/13/2021,Maan,3,1
2/13/2021,Mafraq,24,10
2/13/2021,Tafilah,1,5
2/13/2021,Aqaba,10,2
2/14/2021,Amman,1695,4
2/14/2021,Zarqa,67,6
2/14/2021,Jerash,51,12
2/14/2021,irbid ,167,7
2/14/2021,Madaba,50,3
2/14/2021,Ajloun,37,9
2/14/2021,Karak,85,11
2/14/2021,Balqa,179,8
2/14/2021,Maan,8,1
2/14/2021,Mafraq,49,10
2/14/2021,Tafilah,11,5
2/14/2021,Aqaba,48,2
2/15/2021,Amman,1612,4
2/15/2021,Zarqa,103,6
2/15/2021,Jerash,44,12
2/15/2021,irbid ,144,7
2/15/2021,Madaba,41,3
2/15/2021,Ajloun,34,9
2/15/2021,Karak,33,11
2/15/2021,Balqa,206,8
2/15/2021,Maan,17,1
2/15/2021,Mafraq,20,10
2/15/2021,Tafilah,26,5
2/15/2021,Aqaba,32,2
2/16/2021,Amman,1649,4
2/16/2021,Zarqa,217,6
2/16/2021,Jerash,48,12
2/16/2021,irbid ,226,7
2/16/2021,Madaba,50,3
2/16/2021,Ajloun,59,9
2/16/2021,Karak,78,11
2/16/2021,Balqa,195,8
2/16/2021,Maan,26,1
2/16/2021,Mafraq,24,10
2/16/2021,Tafilah,33,5
2/16/2021,Aqaba,52,2
2/17/2021,Amman,1918,4
2/17/2021,Zarqa,149,6
2/17/2021,Jerash,55,12
2/17/2021,irbid ,192,7
2/17/2021,Madaba,49,3
2/17/2021,Ajloun,31,9
2/17/2021,Karak,57,11
2/17/2021,Balqa,357,8
2/17/2021,Maan,8,1
2/17/2021,Mafraq,34,10
2/17/2021,Tafilah,7,5
2/17/2021,Aqaba,30,2
2/18/2021,Amman,1638,4
2/18/2021,Zarqa,86,6
2/18/2021,Jerash,16,12
2/18/2021,irbid ,108,7
2/18/2021,Madaba,30,3
2/18/2021,Ajloun,0,9
2/18/2021,Karak,65,11
2/18/2021,Balqa,85,8
2/18/2021,Maan,22,1
2/18/2021,Mafraq,33,10
2/18/2021,Tafilah,12,5
2/18/2021,Aqaba,32,2
2/19/2021,Amman,390,4
2/19/2021,Zarqa,136,6
2/19/2021,Jerash,10,12
2/19/2021,irbid ,156,7
2/19/2021,Madaba,6,3
2/19/2021,Ajloun,5,9
2/19/2021,Karak,41,11
2/19/2021,Balqa,104,8
2/19/2021,Maan,0,1
2/19/2021,Mafraq,5,10
2/19/2021,Tafilah,5,5
2/19/2021,Aqaba,9,2
2/20/2021,Amman,1781,4
2/20/2021,Zarqa,59,6
2/20/2021,Jerash,17,12
2/20/2021,irbid ,26,7
2/20/2021,Madaba,3,3
2/20/2021,Ajloun,13,9
2/20/2021,Karak,34,11
2/20/2021,Balqa,184,8
2/20/2021,Maan,21,1
2/20/2021,Mafraq,18,10
2/20/2021,Tafilah,1,5
2/20/2021,Aqaba,43,2
2/21/2021,Amman,2642,4
2/21/2021,Zarqa,99,6
2/21/2021,Jerash,87,12
2/21/2021,irbid ,313,7
